@RELATION 'Waveform'

@ATTRIBUTE 'var_0000' real
@ATTRIBUTE 'var_0001' real
@ATTRIBUTE 'var_0002' real
@ATTRIBUTE 'var_0003' real
@ATTRIBUTE 'var_0004' real
@ATTRIBUTE 'var_0005' real
@ATTRIBUTE 'var_0006' real
@ATTRIBUTE 'var_0007' real
@ATTRIBUTE 'var_0008' real
@ATTRIBUTE 'var_0009' real
@ATTRIBUTE 'var_0010' real
@ATTRIBUTE 'var_0011' real
@ATTRIBUTE 'var_0012' real
@ATTRIBUTE 'var_0013' real
@ATTRIBUTE 'var_0014' real
@ATTRIBUTE 'var_0015' real
@ATTRIBUTE 'var_0016' real
@ATTRIBUTE 'var_0017' real
@ATTRIBUTE 'var_0018' real
@ATTRIBUTE 'var_0019' real
@ATTRIBUTE 'var_0020' real
@ATTRIBUTE 'id' real
@ATTRIBUTE 'outlier' {'no','yes'}

@DATA
1.39,0.91,1.58,2.5,4.35,2.71,6.25,3.9,5.45,2.91,3.31,1.19,0.14,0.49,-0.01,0.63,1.13,0.31,-0.92,1.26,0.28,4531,'yes'
-0.82,-0.56,0.07,-0.32,-0.72,0.56,3.3,3.39,1.99,3.11,4.22,4.27,5.14,1.79,2.72,2.55,1.72,0.07,1.63,-1.23,1.17,4532,'no'
-0.94,0.31,2.95,2.12,0.43,1.8,4.21,4.5,3.56,4.96,2.69,4.55,1.92,2.34,0.68,1.23,0.67,-0.48,0.54,1.37,0.11,4533,'no'
-0.83,1.57,1.71,0.23,2.19,1.5,3.51,4.92,4.47,3.53,5.62,2.9,1.85,0.38,0.69,0.49,1.25,-1.21,2.42,-0.43,1.46,4534,'no'
0.37,3.88,-0.14,-0.77,-0.98,0.61,-1.46,0.08,0.44,0.58,3.27,4.37,2.64,4.29,5.84,5.47,3.06,2.67,1.98,1.77,0.77,4535,'yes'
1.5,0.25,0.02,1.12,4.07,4.47,4.17,4.65,3.84,2.57,2.08,2.17,0.34,-0.79,0.12,0.99,-0.05,1.74,2.35,-1.15,-0.36,4536,'yes'
0.81,-0.58,2.02,3.89,4.02,2.93,4.79,5.41,4.69,2.42,2.6,1.97,-0.48,0.49,0.5,0.37,0.41,-0.72,0.91,0.36,0.27,4537,'yes'
-1.08,-0.09,-1.08,1.24,1.21,0.51,0.36,2.42,2.87,5.27,3.77,2.98,3.47,4.51,4.15,0.03,0.81,1.85,0.8,0.65,-0.45,4538,'no'
-0.58,3.61,1.57,2.3,3.9,4.25,7,2.92,2.51,2.69,2.12,1.46,1.74,-0.61,1.08,-2.22,-1.1,0.25,-2.1,-2.55,-0.27,4539,'yes'
0.77,0.74,-1.33,-0.21,-1.37,1.08,2.54,0.94,4.41,4.88,4.62,4.38,4.33,4.07,2.21,3.33,3.49,0.75,1.17,-0.93,-0.89,4540,'no'
0.44,-0.68,-1.59,0.56,0.82,0.01,0.25,0.82,3.81,1.3,3.31,4.21,3.14,5.01,5.16,4.72,2.14,2.99,1.9,-1.01,1.06,4541,'no'
0.64,0.72,0.26,0.89,-0.82,0.77,1.2,1.99,1.92,0.74,2.25,1.16,2.97,2.36,6.12,2.98,2.88,2.41,0.33,2.14,0.12,4542,'yes'
-0.66,-0.81,1.08,0.29,-0.27,-0.18,0.61,-1.14,0.46,0.06,3.13,2.42,4.07,4.64,5.17,4.8,3.61,1.91,0.54,2.92,0.99,4543,'yes'
1.77,0.56,-0.04,1.28,-0.53,1.39,2.67,1.81,3.45,5.18,4.05,4.5,4.89,3.61,3.47,2.67,3.09,1.43,1.15,-0.5,0.32,4544,'no'
0.3,0.53,0.01,1.08,-1.1,0.07,-0.06,0.85,1.37,1.89,2.09,2.16,2.36,4.27,5.99,3.55,2.2,3.96,2.27,0.41,-2.07,4545,'no'
-0.6,1.43,-0.42,1.97,0.46,2.12,3.44,0.83,2.71,1.75,4.38,4.01,0.88,2.47,5.23,3.45,4.59,2.07,-0.56,0.68,-0.61,4546,'yes'
-0.6,0.88,0.62,1.42,3.69,4.2,1.01,2,1.38,2.13,2.38,3.21,2.42,3.72,2.74,3.09,0.83,-0.34,-0.29,1.14,2.75,4547,'yes'
0.86,2.08,-0.12,1.27,0.88,-0.39,0.25,1.35,-0.3,2.16,2.72,3.62,4.08,5.69,5.19,3.77,3.81,5.26,2.3,0.07,0.5,4548,'yes'
-0.95,0.39,2.68,2.62,1.32,3.31,4.34,5.1,4.48,2.56,2.97,2.43,2.73,1.08,-0.2,-2.49,-0.67,1.29,0.53,1.34,1.02,4549,'no'
-0.97,-0.03,2.13,4.77,4.47,5.64,5.49,4.26,3.3,2.99,3.97,1.43,-0.56,0,-0.25,0.89,-0.28,-0.67,1.08,-1.56,0.9,4550,'no'
0.21,0.12,-0.09,0.2,-0.36,1.6,0.58,0.72,2.91,1.66,3.95,3.19,4.67,5.47,4.06,3.58,4.22,1.58,1.17,1.86,0.34,4551,'no'
-0.04,0.73,-0.11,0.01,-1.01,0.84,1.97,3.08,2.68,2.41,5.47,6.01,2.47,1.97,2.34,3.59,-0.65,-0.16,-0.38,1.12,0.55,4552,'no'
0.75,1.4,1.88,1.47,0.74,3.79,3.72,4.12,3.99,2.49,1.62,3.81,-0.27,-0.44,0.5,1.44,0.59,-0.43,-1.08,0.11,-1.67,4553,'no'
-2.4,1.17,0.26,-0.15,1.17,0.55,3.58,3.98,4.82,3.85,2.43,4.25,1.57,1.63,1.34,-1.2,-0.01,0.72,0.38,-0.25,-0.93,4554,'no'
1.71,-0.36,0.34,0.42,-0.59,1.06,-0.15,-0.01,1.6,4.63,3.72,3.23,2.48,3.39,3.79,4.74,1.43,2.24,2.63,1.66,0.31,4555,'no'
0.94,0.88,2.4,3.44,2.91,5.15,5.26,5.7,5.08,2.55,1.56,2,1.48,0.9,0.11,1.39,2.65,-0.97,0.14,-0.14,0.47,4556,'yes'
-1.29,1.22,1.83,-1.58,-0.19,0.9,1.69,2.73,2.95,3.53,5.45,6.18,2.79,4.04,1.64,1.46,1.49,-0.69,1.07,0.41,-0.84,4557,'no'
0.19,0.82,1.09,0.78,2.84,2.81,4.76,1.87,3.71,1.39,2.38,2.57,0.78,1.44,4.3,3.24,3.69,1.03,-1.01,-1.72,-0.01,4558,'yes'
-2.63,-0.99,0.92,-0.63,0.43,-0.67,-1.4,-0.26,0.89,2.27,1.6,3.8,4.88,5.13,4.72,7.15,3.37,0.9,1.77,-0.22,-1.4,4559,'no'
-0.29,1.55,1.74,4.4,2.5,3.88,3.76,4.59,1.96,2.4,1.07,4.3,0.9,0.03,-0.45,0.3,0.43,-0.05,3.56,1.13,-1.12,4560,'yes'
0.72,0.4,0.1,0.18,-0.52,1.27,1.89,1.92,2.75,1.91,5.37,1.86,3.45,6.09,5.84,3.05,1.96,2.24,0.3,-0.44,-0.25,4561,'no'
0.72,0.16,-1.22,1.15,1.14,2.88,-0.37,1.55,-0.96,0.94,3.43,3.77,4.69,6.46,6.04,4.6,3.39,2.97,2.48,2.09,-0.09,4562,'no'
1.35,-0.49,-0.92,0.57,-0.54,1.42,1.19,-1.69,0.14,0.11,2.22,1.92,3.15,2.74,6.69,3.99,5.3,-0.32,0.74,3.03,-1.78,4563,'yes'
0.04,0.53,1.02,0.74,2.82,2.21,3.25,2.53,2.76,0.07,2.72,3.45,1.79,3.42,1.05,1.9,1.13,0.35,0.94,-1.96,0.42,4564,'yes'
-0.39,1.35,1.19,2.55,2.92,4.59,3.46,2.99,4.91,2.49,1.76,2.5,1.55,-0.37,0.92,-0.17,2.05,2.57,0.78,0.16,-1.59,4565,'yes'
1.8,-3.25,-0.07,0.63,-1.02,0.42,0.59,1.23,1.88,3.62,5.72,4.9,5.72,2.94,1.99,3.33,1.4,0.88,2.59,2.16,0.22,4566,'no'
-0.9,0.3,-0.44,0.42,0.22,1.76,1.1,1.6,6,6.14,8,5.54,2.22,3.82,2.66,0.15,-2.29,0.64,-1.6,-0.26,0.45,4567,'no'
0.32,0.61,1.86,2.3,2.91,2.04,2.05,2.36,0.51,1.7,2.76,2.66,2.83,2.3,2.42,3.95,1.82,2.74,1.19,1.24,1.52,4568,'yes'
-2.12,0.72,3.06,1.49,2.08,2.91,1.14,2.19,2.02,2.29,2.9,1.31,2.08,3.63,4.92,3.52,3.02,2.68,-0.6,-0.16,0.38,4569,'yes'
0.8,0.51,1.67,1.79,1.08,0.44,3.61,1.53,0.73,2.27,2.57,2.2,3.52,2.92,2.8,3.32,2.85,0.13,1.24,0.08,0.86,4570,'yes'
0.01,1.09,1.52,2.06,2.8,3.06,4.5,3.65,2.49,1.28,1.12,1.89,2.36,-0.7,-0.68,0.77,0.04,1.95,-0.14,-0.37,0.82,4571,'yes'
-0.25,-0.35,1.46,-2.44,0.6,0.33,1.31,4.02,0.56,3.96,3.73,3.21,3.59,4.11,3.7,2.37,2.53,0.98,0.62,2.02,-0.55,4572,'no'
0.35,-1.56,0.55,0.66,-0.61,1.26,1.94,2.1,2.58,5.19,7.58,4.11,3.14,3.55,3.17,0.83,0.05,0.99,-0.67,-1.57,0.8,4573,'no'
0.44,-0.24,0.66,0.69,0.81,3.74,2.72,3.4,4.43,3.61,3.65,3.41,3.36,3.53,3.11,-0.4,0.87,0.62,0.56,-0.88,-0.15,4574,'no'
-0.57,0.79,-0.1,2.5,2.13,2.63,2.43,2.94,4.07,5.15,3.97,1.12,1.88,0.62,1.78,-0.22,0.32,-0.84,-0.13,-0.14,0.24,4575,'no'
-1.09,1.1,-0.32,-1.63,1.75,1.53,0.84,3.19,4.28,4.99,6.25,4.32,2.16,3.5,2.38,1.62,0.48,-0.99,-0.38,-0.24,0.71,4576,'no'
0.44,0.39,1.04,0.9,1.42,3.33,2.89,5.62,2.69,4.98,5.84,4,1.12,3.47,0.46,-0.32,-0.09,0.52,-0.74,-0.09,-0.12,4577,'no'
-0.6,-1.24,1.69,-1.45,-1.64,0.19,0.44,2.47,4.42,5.04,5.4,4.32,5.08,2.16,3.05,2.11,1.28,0.5,0.76,0.2,1.41,4578,'no'
-2.06,-0.64,0.72,-0.8,-0.65,-0.34,2.08,0.69,1.08,3.18,3.4,2.84,3.27,2.55,3.55,4.59,1.3,1.02,1.04,0.18,-0.56,4579,'no'
1.75,0.73,-1.72,0.72,0,-0.12,3.16,1.28,4.28,3.37,4.96,4.24,4.84,3.47,2.2,2.94,1.04,1.46,0.54,0.25,0.31,4580,'no'
0.67,1.3,1.94,0.81,1.76,3.34,3.44,5.92,1.23,2.85,1.7,1.3,-0.23,1.56,1.52,0.86,1.03,1.55,1.26,0.49,0.48,4581,'yes'
-0.9,1.06,1.29,0.78,1.93,2.43,3.8,1.18,-0.19,2.63,1.4,2.76,2.71,4.26,4.33,3.89,2.29,2.54,1.59,-0.23,-0.65,4582,'yes'
-1.9,-0.37,-0.37,1.52,0.07,2.54,1.05,1.4,0.15,1.23,3.41,3.75,4.38,4.61,5.39,1.75,2.71,3.96,0.65,-0.45,0.68,4583,'no'
-1.21,-0.76,-0.79,1.72,-0.25,1.74,0.07,0.9,0.01,2.34,1.18,4.27,4.09,5.88,5.33,3.76,4.72,3.06,2.23,1.4,-0.51,4584,'yes'
-0.71,-0.29,2.43,3.52,4.58,5.52,5.92,5.05,3.33,0.49,1.03,0.5,0.84,0.6,-0.76,0.36,1.52,0.74,0.03,0.76,0.44,4585,'yes'
1.09,-0.32,0.01,0.78,0.5,3.28,4.71,4.14,4,4.83,3.59,3.18,3.37,1.52,0.53,1.5,0.16,-0.25,-1.55,-0.32,0.74,4586,'no'
0.45,-0.34,-0.14,0.2,-0.57,0.16,0.98,-0.21,1.62,4.11,4.9,5.4,4.01,5.67,3.33,4.96,3.74,0.97,1.7,1.35,0.56,4587,'no'
-1.47,-0.4,-0.45,1.38,2.14,1.77,1.12,3.25,0.35,0.09,1.46,3.5,3.02,2.92,3.1,3.98,1.98,0.24,-0.37,0.36,0.76,4588,'yes'
0.34,0.03,1.37,-1.51,0.37,2.06,1.4,2.51,5.36,4.24,8.02,4.06,4.6,3.1,1.42,2.48,0.9,0.29,1.45,1.58,-0.05,4589,'no'
-0.46,0.14,-0.09,0.84,0.36,2.19,3.18,3.79,5.84,4.96,5.65,4.54,5,4.95,2.28,2.16,-0.1,0.67,0.62,0.76,1.84,4590,'no'
0.41,0.07,-1.62,-2.33,-0.9,1.53,0.92,2.72,3.83,4.85,2.24,4.24,5.59,3.58,2.06,1.6,2.62,1.22,1.48,2.05,0.35,4591,'no'
0.38,-0.21,-1.59,0.75,-0.53,0.63,1.19,2.49,4.31,4.84,5.55,4.23,2.5,2.61,1.04,1.83,0.54,0.89,-0.13,-0.11,-0.9,4592,'no'
-1.01,-1.36,1.06,-0.35,-0.64,-0.4,-0.02,1,-0.39,-0.32,3.1,2.51,3.05,6,6.41,3.28,4.31,3.12,1.23,0.15,-0.42,4593,'no'
0.02,1.12,1.34,1.27,0.07,0.02,0.16,1.32,1.61,2.49,1.6,3.08,3.26,4.58,5.06,5.2,4.89,2.22,2.21,2.27,-1.17,4594,'yes'
0.01,0.61,0.97,1.02,1.23,1.13,2.64,3.56,3.43,5.17,6.69,4.27,4.67,4.54,4.23,1.65,2.36,-2.91,-0.53,0.24,1.14,4595,'no'
1.11,0.69,2.24,-0.56,2.04,3.34,6.43,4.28,2.82,6.01,4.93,1.57,2.75,-0.22,1.64,0.8,-0.42,0.21,0.35,0.07,1.79,4596,'no'
-0.31,-0.17,3.73,2.55,3.73,4.18,4.53,3,3.61,3.07,2.32,1.15,3.06,-0.03,0.56,2.02,1.41,0.93,-0.99,0.83,0.77,4597,'yes'
0.85,1.45,1.59,-0.25,1.44,2.93,1.3,3.42,3.19,5.55,6.73,3.61,2.03,3.89,0.63,-0.93,-2.07,1.82,-0.12,0.38,-0.1,4598,'no'
0.7,0.67,0.59,-0.59,2.34,0.64,1.99,1.71,1.96,1.72,3.38,1.68,1.14,3.96,2.7,1.85,4.21,1.57,-0.69,-0.39,-1.17,4599,'yes'
0.75,0.13,0.18,1.08,-0.43,0.89,3.95,4.28,6.17,4.27,4.33,3.09,1.82,1.28,0.57,1.45,-0.73,1.09,0.88,-2.51,-1.19,4600,'no'
-0.84,1.25,0.23,1.54,1.64,1.61,5.05,4.11,5.47,2.8,3.25,2.33,1.39,0.24,2.1,0.91,-0.93,-1.02,1.16,0.44,0.04,4601,'no'
0.6,-1.36,0.05,0.94,0.19,2.84,-1.34,-0.13,0.6,0.17,3.37,3.08,2.01,3.3,5.6,4.48,3.07,2.98,-0.04,-0.31,-0.1,4602,'yes'
-1.18,2.21,0.89,1.93,0.21,3.93,2.95,2.76,4.69,5.5,3.64,2.75,2.7,2.55,0.94,0.54,0.03,0.25,-0.47,0.85,1.33,4603,'no'
1.54,0.08,-0.65,-0.5,-0.34,0.42,1.41,0.97,0.69,3.69,3.68,3.84,4.64,4.45,4.97,2.05,3.15,1.89,1.75,0.51,1.22,4604,'no'
-1.43,0.85,0.55,3.07,1.46,2.14,4.8,5.04,3.13,4.19,4.75,2.49,1.13,-0.52,1.5,1.26,1.29,0.91,-1.54,1.3,-0.36,4605,'no'
-0.99,-0.92,0.2,2.17,1.12,3.74,3.21,2.82,1.12,0.98,0.77,2.42,3.88,2.57,3.95,1.98,0.87,2.6,-0.26,0.43,-0.79,4606,'yes'
1.61,0.54,0.29,-1.76,0.29,2.47,2.02,4.61,3.99,5.12,5.62,5.13,4.67,3.95,2.14,0.11,0.76,0.27,-1.65,1.49,-1.55,4607,'no'
1.05,-2.28,1.21,0.02,-0.33,-0.06,1.72,5.27,3.66,4.36,4.24,4.8,2.66,2.38,2.32,-1.51,-0.52,0.8,0.34,2.91,0.12,4608,'no'
0.75,-0.05,-1.11,-1.25,0.8,-0.14,-1.14,-1.9,0.91,0.81,0.87,4.69,3.01,3.24,5.56,3.7,5.33,2.39,1.94,0.47,-1.73,4609,'no'
-0.78,0.96,0.14,1.26,0.26,4.33,0.74,4.05,4.58,3.1,4.39,4.44,3.4,4.07,1.88,1.21,0.68,-0.73,-0.66,0.55,-0.45,4610,'no'
-0.37,1,0.3,0.74,1.49,2.65,4.01,4.79,4.14,3.45,4.81,5.27,4.39,0.53,0.44,-0.27,0.28,0.98,-0.45,-0.18,1.01,4611,'no'
1.51,1.69,-0.4,2.1,0.8,2.59,0.95,2.68,1.48,2.82,1.83,3.34,2.2,2.15,4.93,2.78,3.67,1.47,1.02,-0.19,0.06,4612,'yes'
0.13,0.28,1,1.49,2.74,4.39,3.19,-0.09,-1.14,1.26,3.71,2.26,2.35,3.56,3.48,3.38,2.07,2.24,1.73,1.46,-0.48,4613,'yes'
-1.45,0.49,0.18,-0.36,0.99,0.9,2.41,2.15,-0.87,1.54,3.69,1.42,2.47,4.22,4.25,6.29,4.32,3.13,1.8,-0.52,-0.5,4614,'yes'
-0.11,0.63,1.87,1.03,1.39,4.39,4.47,2.54,4.31,4.36,3.77,2.69,1.96,0,-0.07,-1.84,-1.1,0.62,-0.29,1.83,0.92,4615,'no'
-0.33,0.94,-1.13,-1.42,-0.27,0.24,0.63,0.79,3.9,4.19,5.4,5.65,4.92,4.62,4.44,2.88,1.96,0.04,-0.04,0.47,0.21,4616,'no'
-1.37,0.97,0.73,-0.81,0.26,0.95,1.84,1.88,4.72,1.99,6.63,4.09,3.29,0.91,2.64,0.54,-1.29,0.5,1.2,1.69,-1.24,4617,'no'
1.1,-0.64,-0.12,2,1.15,2.22,2.78,2.52,1.46,0.12,4.05,3.37,4.44,4.54,5.88,5.79,2.47,2.82,3.08,0.32,1.92,4618,'yes'
0.76,-1.83,-0.64,1.21,-0.21,-0.82,1.09,0.65,-1.81,1.56,1.16,4.73,5.08,5.86,4.9,5.82,4.37,5.01,2.55,1.95,-1.65,4619,'yes'
0.05,0.61,0.36,0.64,-0.09,0.49,-1.17,0.53,-0.44,1.14,1.98,3.03,3.14,4.69,7.32,6.35,5.53,1.59,1.61,0.57,-0.62,4620,'no'
1.86,-0.84,1.3,0.36,-0.44,0.23,2.67,2.68,3.65,4.79,6.49,5.96,2.85,3.65,2.65,1.51,-0.81,-0.07,1.73,-0.11,-1.14,4621,'no'
-1.92,-1.88,-0.9,0.41,0.96,-1.02,2.2,1.13,1.12,1.78,2.65,2.66,3.15,5.11,6.36,3.38,3.01,3.41,-0.56,0.84,0.69,4622,'no'
0.2,3.38,0.98,0.82,2.31,3.81,3.52,3.85,3.86,3.33,5.63,4.05,1.19,2.98,1.2,0.85,-1.07,0.34,-2.59,0.71,0.45,4623,'no'
-1.47,0.6,1.39,1.71,0.22,0.63,-0.52,2.13,2.61,2.5,3.66,3.55,4.42,4.11,5.52,1.18,2.23,1.35,2.1,2.18,-0.39,4624,'no'
-0.91,-0.13,-0.33,-0.28,2.77,4.11,4.44,3.25,1.3,1.33,1.3,2.49,1.39,1.86,0.89,1.05,2.96,1.52,0.29,0.25,0.7,4625,'yes'
-1.32,-0.61,1.66,-1.63,1,1.44,3.17,4.3,5.29,4.64,8.2,3.35,5.48,1.97,1.75,0.03,0.47,-0.19,0.61,-0.08,-0.15,4626,'no'
-1.67,-0.05,1.53,-1.21,-0.82,1.06,2.3,1.7,4.36,5.55,4.62,5.64,3.62,4.31,1.91,1.86,0.76,0.67,-0.47,0.14,0.17,4627,'no'
0.57,0.2,-0.67,2.07,0.94,2.9,4.17,3.41,3.64,6.12,2.89,3.91,1.61,1.54,0.36,-0.23,0.69,-0.02,-1.1,-0.33,-0.09,4628,'no'
-0.52,0.59,1.84,3.04,3.7,4.79,4.39,5.07,4.24,4.11,1.87,0.19,1.19,-0.82,-0.3,-0.31,0.88,1.37,-0.9,2.45,0.15,4629,'no'
-0.27,-1.32,-1.21,0.46,-0.25,-2.41,0.19,-0.75,-0.71,0.68,1.85,2.64,5.16,3.26,6.32,5.07,3.46,3.5,3.38,1.61,-0.56,4630,'yes'
-2.77,1.64,0.65,2.81,3.49,5.33,4.35,3.98,4.12,3.32,2.54,1.6,1.12,0.26,0.94,-0.48,0.76,0.49,2.04,1.28,-1.74,4631,'no'
-0.01,0.59,2.35,2.97,2.74,6.08,4.83,5.96,2.91,2.02,2.97,1.89,0.59,1.75,-0.94,0.32,-0.19,0.31,0.85,-0.36,0.52,4632,'yes'
1.13,-1.17,1.6,-1.41,-0.04,2.02,1.25,5.25,2.87,4.84,6.23,6.42,7.5,3.07,1.42,1.46,0.61,0.63,-0.48,0.91,-0.7,4633,'no'
0.34,2.54,0.51,0.79,1.55,2.55,4.06,3.38,4.85,6.07,5.25,4.02,2.2,2.39,2.53,0.92,0.11,-0.04,-0.34,-0.8,2.29,4634,'no'
-0.75,0.68,1.19,1.06,2.39,3.12,2.54,2.25,3.98,4.79,5.66,2.9,2.7,1.15,0.91,-0.05,0.25,1.43,-1.85,-1.08,-0.53,4635,'no'
0.29,-0.01,0.33,-0.69,2.45,0.43,-0.18,1.1,3.58,6.02,4.64,2.85,2.76,3.92,1.75,2.06,0.15,1.87,0.19,2.05,-0.5,4636,'no'
0.53,0.04,0.67,1.92,0.12,2,0.1,0.25,2.33,4.6,4.97,4.52,4.09,3.93,2.89,1.8,3.52,1.12,0.66,0.4,-0.09,4637,'no'
1.01,-0.65,-0.17,0.1,1.35,0.31,0.78,0.5,1.52,2.07,4.83,3.23,4.57,3.98,5.3,1.98,1.71,2.37,-0.57,0.23,-0.11,4638,'no'
2.49,-1.17,-0.14,2.61,2.61,6.65,3.99,3.74,4.59,3.02,2.95,1.49,1.38,-0.22,-0.74,-0.45,-1.13,0.36,-0.69,1.34,0.36,4639,'yes'
1.16,0.12,-0.23,-1.99,-0.76,0.79,0.97,1.81,3.39,4.04,6.07,4.71,3.19,3.06,2.11,0.9,-0.32,-0.81,1.5,-0.48,-0.51,4640,'no'
0.04,0.32,2.82,3.26,2.59,2.56,4.36,2.73,0.18,2.38,2.64,2.8,1.83,2.26,1.56,1.68,4.33,2.23,1.73,-0.59,-0.68,4641,'yes'
0.32,1.01,0.45,0.12,0.04,0.1,1.95,2.26,3.89,3.9,3.99,3.63,4.02,3.55,2.21,0.62,0.36,1.22,-0.41,1.71,1.26,4642,'no'
1.17,0.04,0.55,-0.56,-1.73,0.62,1.15,1.6,1.21,5.08,3.29,4.96,3.7,0.85,3.14,3.17,1.23,0.97,2.29,-0.47,-1.33,4643,'no'
-0.05,0.93,-0.07,1.99,2.73,2.05,1.72,1.7,3.25,2.04,0.3,1.72,1.75,2.1,2.38,2.2,1.79,-0.35,0.62,1.3,-1.13,4644,'yes'
0.6,-0.66,2.61,3.91,4.18,4.49,6.24,3.46,2.82,4.31,2.91,2.95,-1.49,-0.21,-0.47,-0.09,0.35,-0.87,-1.2,0.52,-0.14,4645,'yes'
-0.92,0.65,0.87,0.79,0.94,0.86,1.54,1.3,0.37,0.01,1.91,1.56,3.39,3.21,3.02,3.39,3.24,4.06,1.25,1.08,-1.13,4646,'yes'
-0.05,-0.54,0.71,2.07,-0.31,2.57,1.59,3.08,5.35,6.45,6.12,3.72,5.62,4.28,0.34,0.67,1.47,-1.95,1.54,-0.29,-0.01,4647,'no'
-0.19,-0.14,0.41,-0.92,-0.41,0.83,0.68,2.03,5.86,4.23,5.21,4.79,2.49,5.1,2.81,0.93,-0.24,1.6,2.56,-0.01,-1.15,4648,'no'
0.54,-1.13,0.21,-0.09,-0.7,-0.2,0.73,-0.87,-0.16,3.05,1.87,1.44,3.8,4.61,7.38,5.61,3.01,3.22,2.58,1.23,2.64,4649,'no'
-1.16,0.74,0.65,2.57,1.86,3.94,4.38,3.06,2.27,1.12,2.44,2.12,1.39,2.56,0.98,1.31,1.64,1.31,-1.07,1.4,0.39,4650,'yes'
-1.32,2.2,0.83,2.19,-0.98,2.25,3.54,2.55,4.89,3.93,3.97,4.62,1.33,3,-1.32,-1.89,-0.7,0.13,-0.65,0.35,0.48,4651,'no'
-0.86,-0.05,2.04,2.76,2.77,6.34,3.8,3.99,3.79,2.53,2.72,3.16,0.32,2.41,1.15,0.49,0.09,0.67,0.18,0.35,-1.8,4652,'yes'
-0.17,-1.69,3.22,3.64,4.45,3.38,5.41,5.19,3.03,3.96,2.23,1.22,-0.24,-0.84,-0.13,-1.63,-1.62,0.84,0.76,-1.45,-0.24,4653,'no'
-0.01,-0.47,-0.79,0.47,0.4,0.78,1.23,1.86,0.13,0.34,3.43,2.45,3.36,3.87,5.19,5.04,4.5,2.18,2.58,-1.05,-0.34,4654,'yes'
2.84,-0.97,2.71,0.95,2.51,2.84,5.92,4.7,3.96,2.75,1.43,2.38,0.13,1.25,-0.41,1.85,1.22,-0.65,-0.53,0.57,0.95,4655,'yes'
1.98,0.56,-1.15,0.54,0.28,-0.54,2.98,2.32,1.66,3.93,5.06,5.27,1.68,2.79,2.55,0.63,0.81,-0.39,-1.72,0.43,-0.71,4656,'no'
0.78,1.39,1,4.5,3.86,3.03,3.63,5.36,3.51,3.7,3.02,2.55,2.5,1.64,0.68,1.9,1.63,-0.61,0.18,-0.54,-0.74,4657,'no'
1.91,-0.64,-0.25,-0.58,0.06,0.54,0.72,-0.63,0.85,1.12,2.3,3.7,4.32,3.98,5.39,4.85,2.87,2.76,1.09,0.53,0.03,4658,'yes'
-0.32,-0.14,-0.26,0.77,1.59,2.82,1.9,2.09,1.52,3.31,2.54,3,2.78,4.49,2.23,2.06,3.91,3.67,2.39,0.36,0.08,4659,'yes'
-1.22,1.27,2.39,3.7,4.71,5.34,5.99,5.31,3.12,3.75,2.39,0.97,-0.03,-0.83,1.2,0.23,0.36,-0.19,-0.99,0.61,1.59,4660,'no'
-0.32,1.26,1.57,0.59,1.02,4.03,5.22,3.62,4.89,4.81,4.33,1.94,1.56,1.76,1.14,0.02,-0.75,0.21,-1.09,-0.7,1.71,4661,'no'
0.67,0.43,-0.07,0.56,2.59,0.5,-0.35,1.56,0.55,3.36,3.35,2.95,2.04,3.55,3.47,3.65,2.89,3.87,3.09,1.62,0.44,4662,'yes'
0.05,0.93,-0.93,-0.36,-1.28,1.21,1.09,0.24,0.32,0.65,2.86,3.82,5.15,2.55,5.05,4.27,1.55,3.61,0.4,1.21,0.88,4663,'yes'
-2.23,0.23,0.56,-0.73,0.21,0.95,2.55,3.13,2.83,4.11,6.09,3.7,2.22,1.13,0.22,-1.78,0.17,-0.12,1.1,-1.64,-1.53,4664,'no'
-0.58,0.91,0.91,-0.32,1.41,4.08,1.44,3.44,1.71,2.58,2.75,-0.11,2.44,3.05,0.96,2.97,0.47,1.38,1.93,0.9,-1.46,4665,'yes'
-1.72,-0.77,2.5,3.46,3.32,4.63,6.06,5.32,2.45,3.44,3.3,1.99,0.83,1.7,-0.07,-0.63,0.16,-0.36,0.3,0.08,-0.17,4666,'no'
-0.26,-0.51,1.87,-0.25,0.64,0.43,-0.24,0.26,1.63,4.54,4.61,4.62,5.07,2.98,3.78,2.12,3.85,1.57,1.93,1.46,-0.01,4667,'no'
-0.64,-0.87,1.51,-0.84,0.43,2.82,1.77,2.75,3.54,3.6,5.9,3.89,4.92,2.85,3.83,-0.02,2.21,-0.41,1.59,-1.82,2.1,4668,'no'
-0.12,-0.26,-0.32,0.73,-0.33,2.76,4.8,3.22,4.31,4,3.29,4.53,2.9,-0.03,0.49,0.1,0.4,1.42,-0.32,-0.47,0.58,4669,'no'
0.51,0.79,0.12,3.28,2.23,3.24,5.01,3.74,2.39,1.86,1.46,1.65,2.71,1.89,2.1,2.39,0.75,0.81,1.09,-0.99,0.23,4670,'yes'
-1.05,1.05,-1.8,1.24,0.97,-0.42,0.09,1.93,2.23,3.22,3,3.14,0.82,3.4,2.87,0.94,3.01,-0.4,2.92,-0.58,-0.82,4671,'no'
-1.41,-1.22,0.16,-0.62,1.22,0.69,2.34,2.9,3.97,5.44,5.17,5.06,3.82,2.12,1.6,1.57,0.35,1.85,-0.66,-0.13,1.59,4672,'no'
